title,artist_name,writer,gender,year,writer_is_artist,artist_gender,title_artist_name,Songwriter is Artist
To All The Girls I've Loved Before,Julio Iglesias And Willie Nelson,Albert Hammond,m,1984,,m,To All The Girls I've Loved Before by Julio Iglesias And Willie Nelson,
Jump,Van Halen,Alex Van Halen,m,1984,,m,Jump by Van Halen,
The Reflex,Duran Duran,Andy Taylor,m,1984,,m,The Reflex by Duran Duran,
Talking In Your Sleep,The Romantics,Balmar,m,1984,,m,Talking In Your Sleep by The Romantics,
Sea Of Love,The Honeydrippers,Baptise,m,1984,,m,Sea Of Love by The Honeydrippers,
I Guess That's Why They Call It The Blues,Elton John,Bernard JP Taupin,m,1984,,m,I Guess That's Why They Call It The Blues by Elton John,
Sad Songs (say So Much),Elton John,Bernard JP Taupin,m,1984,,m,Sad Songs (say So Much) by Elton John,
"Oh, Sherrie",Steve Perry,BILL CUOMO,m,1984,,m,"Oh, Sherrie by Steve Perry",
Karma Chameleon,Culture Club,C.Dillingham,m,1984,,m,Karma Chameleon by Culture Club,
Missing You,John Waite,C.Sandford,m,1984,,m,Missing You by John Waite,
"Oh, Sherrie",Steve Perry,CHARLES R (RANDOLPH) GOODRUM,m,1984,,m,"Oh, Sherrie by Steve Perry",
Joanna,Kool & The Gang,Claydes Smith,m,1984,,m,Joanna by Kool & The Gang,
Joanna,Kool & The Gang,Clifford Adams,m,1984,,m,Joanna by Kool & The Gang,
"Oh, Sherrie",Steve Perry,CRAIG KRAMPF,m,1984,,m,"Oh, Sherrie by Steve Perry",
Joanna,Kool & The Gang,Curtis Fitzgerald Williams,m,1984,,m,Joanna by Kool & The Gang,
I Guess That's Why They Call It The Blues,Elton John,D.Johnstone,m,1984,,m,I Guess That's Why They Call It The Blues by Elton John,
Jump,Van Halen,David Lee Roth,m,1984,,m,Jump by Van Halen,
Footloose,Kenny Loggins,Dean Pitchford,m,1984,,m,Footloose by Kenny Loggins,
Jump,Van Halen,Edward Van Halen,m,1984,,m,Jump by Van Halen,
Talking In Your Sleep,The Romantics,"G. \Coz\"" Canler""",m,1984,,m,Talking In Your Sleep by The Romantics,
Break My Stride,Matthew Wilder,G.Prestopino,m,1984,,m,Break My Stride by Matthew Wilder,
Joanna,Kool & The Gang,George Brown,m,1984,,m,Joanna by Kool & The Gang,
Wake Me Up Before You Go-Go,Wham!,George Michael,m,1984,,m,Wake Me Up Before You Go-Go by Wham!,
Miss Me Blind,Culture Club,George O'Dowd,m,1984,,m,Miss Me Blind by Culture Club,
To All The Girls I've Loved Before,Julio Iglesias And Willie Nelson,Hal David,m,1984,,m,To All The Girls I've Loved Before by Julio Iglesias And Willie Nelson,
Karma Chameleon,Culture Club,Hay,m,1984,,m,Karma Chameleon by Culture Club,
Joanna,Kool & The Gang,"James ""J.T."" Taylor",m,1984,,m,Joanna by Kool & The Gang,
Joanna,Kool & The Gang,James L. Bonnefond,m,1984,,m,Joanna by Kool & The Gang,
Talking In Your Sleep,The Romantics,Jimmy Marinos,m,1984,,m,Talking In Your Sleep by The Romantics,
The Reflex,Duran Duran,John Taylor,m,1984,,m,The Reflex by Duran Duran,
Nobody Told Me,John Lennon,John Winston Lennon,m,1984,,m,Nobody Told Me by John Lennon,
Miss Me Blind,Culture Club,Jon Moss,m,1984,,m,Miss Me Blind by Culture Club,
Caribbean Queen (No More Love On The Run),Billy Ocean,Keith Diamond,m,1984,,m,Caribbean Queen (No More Love On The Run) by Billy Ocean,
Sister Christian,Night Ranger,Kelly Keagy,m,1984,,m,Sister Christian by Night Ranger,
Somebody's Watching Me,Rockwell,"Kennedy William \Rockwell\"" Gordy""",m,1984,,m,Somebody's Watching Me by Rockwell,
Footloose,Kenny Loggins,"Kenneth \Kenny\"" C. Loggins""",m,1984,,m,Footloose by Kenny Loggins,
Sea Of Love,The Honeydrippers,Khoury,m,1984,,m,Sea Of Love by The Honeydrippers,
Missing You,John Waite,M.Leonard,m,1984,,m,Missing You by John Waite,
Break My Stride,Matthew Wilder,M.Wilder,m,1984,,m,Break My Stride by Matthew Wilder,
Talking In Your Sleep,The Romantics,Marions,m,1984,,m,Talking In Your Sleep by The Romantics,
Jump,Van Halen,Michael Anthony,m,1984,,m,Jump by Van Halen,
Miss Me Blind,Culture Club,Michael Emile Craig,m,1984,,m,Miss Me Blind by Culture Club,
State of Shock,The Jacksons,Michael Joe Jackson,m,1984,,m,State of Shock by The Jacksons,
State of Shock,The Jacksons,Mick Jagger,m,1984,,m,State of Shock by The Jacksons,
Karma Chameleon,Culture Club,Moss,m,1984,,m,Karma Chameleon by Culture Club,
The Reflex,Duran Duran,Nick Rhodes,m,1984,,m,The Reflex by Duran Duran,
Karma Chameleon,Culture Club,O'Dowd,m,1984,,m,Karma Chameleon by Culture Club,
Talking In Your Sleep,The Romantics,Palmer,m,1984,,m,Talking In Your Sleep by The Romantics,
Talking In Your Sleep,The Romantics,Peter Solley,m,1984,,m,Talking In Your Sleep by The Romantics,
Karma Chameleon,Culture Club,Pickett,m,1984,,m,Karma Chameleon by Culture Club,
Let's Go Crazy,Prince And The Revolution,Prince Rogers Nelson,m,1984,,m,Let's Go Crazy by Prince And The Revolution,
Purple Rain,Prince And The Revolution,Prince Rogers Nelson,m,1984,,m,Purple Rain by Prince And The Revolution,
When Doves Cry,Prince,Prince Rogers Nelson,m,1984,,m,When Doves Cry by Prince,
State of Shock,The Jacksons,R.Hansen,m,1984,,m,State of Shock by The Jacksons,
Cool It Now,New Edition,R.Timas,m,1984,,m,Cool It Now by New Edition,
Ghostbusters,Ray Parker Jr.,"Ray Parker, Jr.",m,1984,,m,Ghostbusters by Ray Parker Jr.,
Drive,The Cars,Ric Ocasek,m,1984,,m,Drive by The Cars,
Joanna,Kool & The Gang,Robert Bell,m,1984,,m,Joanna by Kool & The Gang,
Thriller,Michael Jackson,Rodney Temperton,m,1984,,m,Thriller by Michael Jackson,
The Reflex,Duran Duran,Roger Taylor,m,1984,,m,The Reflex by Duran Duran,
Joanna,Kool & The Gang,Ronald Nathan Bell,m,1984,,m,Joanna by Kool & The Gang,
Miss Me Blind,Culture Club,Roy Ernest Hay,m,1984,,m,Miss Me Blind by Culture Club,
The Reflex,Duran Duran,Simon Le Bon,m,1984,,m,The Reflex by Duran Duran,
Hard Habit To Break,Chicago,Stephen A. Kipner,m,1984,,m,Hard Habit To Break by Chicago,
"Oh, Sherrie",Steve Perry,STEPHEN RAY PERRY,m,1984,,m,"Oh, Sherrie by Steve Perry",
Eyes Without A Face,Billy Idol,Stevens,m,1984,,m,Eyes Without A Face by Billy Idol,
I Just Called To Say I Love You,Stevie Wonder,"Stevland \Stevie Wonder\"" Hardaway Morris""",m,1984,,m,I Just Called To Say I Love You by Stevie Wonder,
Cool It Now,New Edition,V.Brantley,m,1984,,m,Cool It Now by New Edition,
Lover Boy,Billy Ocean,Billy Ocean,m,1985,,m,Lover Boy by Billy Ocean,1
Glory Days,Bruce Springsteen,Bruce Springsteen,m,1985,,m,Glory Days by Bruce Springsteen,1
Heaven,Bryan Adams,Bryan Adams,m,1985,,m,Heaven by Bryan Adams,1
Summer Of '69,Bryan Adams,Bryan Adams,m,1985,,m,Summer Of '69 by Bryan Adams,1
Never Surrender,Corey Hart,Corey Hart,m,1985,,m,Never Surrender by Corey Hart,1
Method Of Modern Love,Daryl Hall John Oates,Daryl Hall,m,1985,,m,Method Of Modern Love by Daryl Hall John Oates,1
The Boys Of Summer,Don Henley,Don Henley,m,1985,,m,The Boys Of Summer by Don Henley,1
A View To A Kill,Duran Duran,Duran Duran,m,1985,,m,A View To A Kill by Duran Duran,1
Careless Whisper,Wham! Featuring George Michael,George Michael,m,1985,,m,Careless Whisper by Wham! Featuring George Michael,1
You Belong To The City,Glenn Frey,Glenn Frey,m,1985,,m,You Belong To The City by Glenn Frey,1
Axel F,Harold Faltermeyer,Harold Faltermeyer,m,1985,,m,Axel F by Harold Faltermeyer,1
Things Can Only Get Better,Howard Jones,Howard Jones,m,1985,,m,Things Can Only Get Better by Howard Jones,1
The Power Of Love,Huey Lewis & The News,Huey Lewis,m,1985,,m,The Power Of Love by Huey Lewis & The News,1
Too Late For Goodbyes,Julian Lennon,Julian Lennon,m,1985,,m,Too Late For Goodbyes by Julian Lennon,1
Cherish,Kool & The Gang,Kool & The Gang,m,1985,,m,Cherish by Kool & The Gang,1
"Say You, Say Me",Lionel Richie,Lionel Richie,m,1985,,m,"Say You, Say Me by Lionel Richie",1
Part-Time Lover,Stevie Wonder,Stevie Wonder,m,1985,,m,Part-Time Lover by Stevie Wonder,1
If You Love Somebody Set Them Free,Sting,Sting,m,1985,,m,If You Love Somebody Set Them Free by Sting,1
Careless Whisper,Wham! Featuring George Michael,Andrew J. Ridgeley,m,1985,,m,Careless Whisper by Wham! Featuring George Michael,
One Night In Bangkok,Murray Head,Benny Andersson,m,1985,,m,One Night In Bangkok by Murray Head,
One Night In Bangkok,Murray Head,Bjoern Ulvaeus,m,1985,,m,One Night In Bangkok by Murray Head,
California Girls,David Lee Roth,Bryce Wilson,m,1985,,m,California Girls by David Lee Roth,
Suddenly,Billy Ocean,CHARLES LESLIE SEBESTIAN,m,1985,,m,Suddenly by Billy Ocean,
Alive & Kicking,Simple Minds,Charlie Burchill,m,1985,,m,Alive & Kicking by Simple Minds,
The Power Of Love,Huey Lewis & The News,Chris Hayes,m,1985,,m,The Power Of Love by Huey Lewis & The News,
All I Need,Jack Wagner,Clif Magness,m,1985,,m,All I Need by Jack Wagner,
Nightshift,Commodores,D.Lambert,m,1985,,m,Nightshift by Commodores,
Everytime You Go Away,Paul Young,Daryl Hall,m,1985,,m,Everytime You Go Away by Paul Young,
St. Elmo's Fire (Man In Motion),John Parr,David Foster,m,1985,,m,St. Elmo's Fire (Man In Motion) by John Parr,
You're The Inspiration,Chicago,David Foster,m,1985,,m,You're The Inspiration by Chicago,
All I Need,Jack Wagner,David Pack,m,1985,,m,All I Need by Jack Wagner,
Suddenly,Billy Ocean,DIAMOND KEITH,m,1985,,m,Suddenly by Billy Ocean,
The Search Is Over,Survivor,F.Sullivan,m,1985,,m,The Search Is Over by Survivor,
Everything She Wants,Wham!,George Michael,m,1985,,m,Everything She Wants by Wham!,
Freedom,Wham!,George Michael,m,1985,,m,Freedom by Wham!,
Oh Sheila,Ready For The World,Gerald Andre Valentine,m,1985,,m,Oh Sheila by Ready For The World,
All I Need,Jack Wagner,Glen Ballard,m,1985,,m,All I Need by Jack Wagner,
Money For Nothing,Dire Straits,"Gordon \Sting\"" Matthew Thomas Sumner""",m,1985,,m,Money For Nothing by Dire Straits,
Oh Sheila,Ready For The World,Gordon Strozier,m,1985,,m,Oh Sheila by Ready For The World,
The Heat Is On,Glenn Frey,Harold Faltermeyer,m,1985,,m,The Heat Is On by Glenn Frey,
The Power Of Love,Huey Lewis & The News,J.Colla,m,1985,,m,The Power Of Love by Huey Lewis & The News,
Miami Vice Theme,Jan Hammer,J.Hammer,m,1985,,m,Miami Vice Theme by Jan Hammer,
St. Elmo's Fire (Man In Motion),John Parr,J.P.,m,1985,,m,St. Elmo's Fire (Man In Motion) by John Parr,
You Belong To The City,Glenn Frey,J.Tempchin,m,1985,,m,You Belong To The City by Glenn Frey,
Heaven,Bryan Adams,"James \Jim/Jimmy\"" Vallance""",m,1985,,m,Heaven by Bryan Adams,
Summer Of '69,Bryan Adams,"James \Jim/Jimmy\"" Vallance""",m,1985,,m,Summer Of '69 by Bryan Adams,
A View To A Kill,Duran Duran,James Barry,m,1985,,m,A View To A Kill by Duran Duran,
Cherish,Kool & The Gang,James Taylor,m,1985,,m,Cherish by Kool & The Gang,
Alive & Kicking,Simple Minds,Jim Kerr,m,1985,,m,Alive & Kicking by Simple Minds,
The Search Is Over,Survivor,Jim Peterik,m,1985,,m,The Search Is Over by Survivor,
Broken Wings,Mr. Mister,John Lang,m,1985,,m,Broken Wings by Mr. Mister,
Can't Fight This Feeling,REO Speedwagon,K.Cronin,m,1985,,m,Can't Fight This Feeling by REO Speedwagon,
Lover Boy,Billy Ocean,K.Diamond,m,1985,,m,Lover Boy by Billy Ocean,
Don't You (Forget About Me),Simple Minds,Keith Forsey,m,1985,,m,Don't You (Forget About Me) by Simple Minds,
The Heat Is On,Glenn Frey,Keith Forsey,m,1985,,m,The Heat Is On by Glenn Frey,
Money For Nothing,Dire Straits,M.Knopfler,m,1985,,m,Money For Nothing by Dire Straits,
Take On Me,a-ha,Magne Furuholmen,m,1985,,m,Take On Me by a-ha,
Oh Sheila,Ready For The World,"Melvin Riley, Jr.",m,1985,,m,Oh Sheila by Ready For The World,
The Boys Of Summer,Don Henley,Michael W. Campbell,m,1985,,m,The Boys Of Summer by Don Henley,
I Want To Know What Love Is,Foreigner,Mick Jones,m,1985,,m,I Want To Know What Love Is by Foreigner,
Alive & Kicking,Simple Minds,Mick MacNeil,m,1985,,m,Alive & Kicking by Simple Minds,
Take On Me,a-ha,Morten Harket,m,1985,,m,Take On Me by a-ha,
Easy Lover,Philip Bailey With Phil Collins,N.East,m,1985,,m,Easy Lover by Philip Bailey With Phil Collins,
Everybody Wants To Rule The World,Tears For Fears,Orzabal,m,1985,,m,Everybody Wants To Rule The World by Tears For Fears,
Head Over Heels,Tears For Fears,Orzabal,m,1985,,m,Head Over Heels by Tears For Fears,
Shout,Tears For Fears,Orzabal,m,1985,,m,Shout by Tears For Fears,
Easy Lover,Philip Bailey With Phil Collins,P.Bailey,m,1985,,m,Easy Lover by Philip Bailey With Phil Collins,
You're The Inspiration,Chicago,P.Cetera,m,1985,,m,You're The Inspiration by Chicago,
Easy Lover,Philip Bailey With Phil Collins,P.Collins,m,1985,,m,Easy Lover by Philip Bailey With Phil Collins,
Take On Me,a-ha,Paul Waaktaar-Savoy,m,1985,,m,Take On Me by a-ha,
Don't Lose My Number,Phil Collins,"Phillip \Phil\"" David Charles Collins""",m,1985,,m,Don't Lose My Number by Phil Collins,
One More Night,Phil Collins,"Phillip \Phil\"" David Charles Collins""",m,1985,,m,One More Night by Phil Collins,
Sussudio,Phil Collins,"Phillip \Phil\"" David Charles Collins""",m,1985,,m,Sussudio by Phil Collins,
Raspberry Beret,Prince And The Revolution,Prince Rogers Nelson,m,1985,,m,Raspberry Beret by Prince And The Revolution,
Everybody Wants To Rule The World,Tears For Fears,R.Hughes,m,1985,,m,Everybody Wants To Rule The World by Tears For Fears,
Party All The Time,Eddie Murphy,R.James,m,1985,,m,Party All The Time by Eddie Murphy,
Broken Wings,Mr. Mister,Richard Page,m,1985,,m,Broken Wings by Mr. Mister,
Cherish,Kool & The Gang,Robert Bell,m,1985,,m,Cherish by Kool & The Gang,
Lover Boy,Billy Ocean,"Robert John \Mutt\"" Lange""",m,1985,,m,Lover Boy by Billy Ocean,
Head Over Heels,Tears For Fears,Smith,m,1985,,m,Head Over Heels by Tears For Fears,
Everybody Wants To Rule The World,Tears For Fears,Stanley,m,1985,,m,Everybody Wants To Rule The World by Tears For Fears,
Shout,Tears For Fears,Stanley,m,1985,,m,Shout by Tears For Fears,
Broken Wings,Mr. Mister,Steve George,m,1985,,m,Broken Wings by Mr. Mister,
Don't You (Forget About Me),Simple Minds,Steve Schiff,m,1985,,m,Don't You (Forget About Me) by Simple Minds,
One Night In Bangkok,Murray Head,Tim Rice,m,1985,,m,One Night In Bangkok by Murray Head,
Nightshift,Commodores,Walter Orange,m,1985,,m,Nightshift by Commodores,
There'll Be Sad Songs (To Make You Cry),Billy Ocean,Billy Ocean,m,1986,,m,There'll Be Sad Songs (To Make You Cry) by Billy Ocean,1
"When The Going Gets Tough, The Tough Get Going",Billy Ocean,Billy Ocean,m,1986,,m,"When The Going Gets Tough, The Tough Get Going by Billy Ocean",1
The Way It Is,Bruce Hornsby & The Range,Bruce Hornsby,m,1986,,m,The Way It Is by Bruce Hornsby & The Range,1
Dreamtime,Daryl Hall,Daryl Hall,m,1986,,m,Dreamtime by Daryl Hall,1
Rock Me Amadeus,Falco,Falco,m,1986,,m,Rock Me Amadeus by Falco,1
Don't Forget Me (When I'm Gone),Glass Tiger,Glass Tiger,m,1986,,m,Don't Forget Me (When I'm Gone) by Glass Tiger,1
No One Is To Blame,Howard Jones,Howard Jones,m,1986,,m,No One Is To Blame by Howard Jones,1
Hip To Be Square,Huey Lewis & The News,Huey Lewis,m,1986,,m,Hip To Be Square by Huey Lewis & The News,1
Stuck With You,Huey Lewis & The News,Huey Lewis,m,1986,,m,Stuck With You by Huey Lewis & The News,1
R.O.C.K. In The U.S.A. (A Salute to 60's Rock),John Mellencamp,John Mellencamp,m,1986,,m,R.O.C.K. In The U.S.A. (A Salute to 60's Rock) by John Mellencamp,1
Sledgehammer,Peter Gabriel,Peter Gabriel,m,1986,,m,Sledgehammer by Peter Gabriel,1
Addicted To Love,Robert Palmer,Robert Palmer,m,1986,,m,Addicted To Love by Robert Palmer,1
Higher Love,Steve Winwood,Steve Winwood,m,1986,,m,Higher Love by Steve Winwood,1
Everybody Have Fun Tonight,Wang Chung,Wang Chung,m,1986,,m,Everybody Have Fun Tonight by Wang Chung,1
Invisible Touch,Genesis,A.Banks,m,1986,,m,Invisible Touch by Genesis,
Throwing It All Away,Genesis,A.Banks,m,1986,,m,Throwing It All Away by Genesis,
What You Need,INXS,A.Farriss,m,1986,,m,What You Need by INXS,
Why Can't This Be Love,Van Halen,Alex Van Halen,m,1986,,m,Why Can't This Be Love by Van Halen,
Walk This Way,Run-D.M.C.,"Anthony \Joe\"" Perry""",m,1986,,m,Walk This Way by Run-D.M.C.,
Hip To Be Square,Huey Lewis & The News,B.Gibson,m,1986,,m,Hip To Be Square by Huey Lewis & The News,
There'll Be Sad Songs (To Make You Cry),Billy Ocean,Barry J. Eastmond,m,1986,,m,There'll Be Sad Songs (To Make You Cry) by Billy Ocean,
"When The Going Gets Tough, The Tough Get Going",Billy Ocean,Barry J. Eastmond,m,1986,,m,"When The Going Gets Tough, The Tough Get Going by Billy Ocean",
All I Need Is A Miracle,Mike + The Mechanics,C.Neil,m,1986,,m,All I Need Is A Miracle by Mike + The Mechanics,
Dancing On The Ceiling,Lionel Richie,C.Rios,m,1986,,m,Dancing On The Ceiling by Lionel Richie,
Living In America,James Brown,Charlie Midnight,m,1986,,m,Living In America by James Brown,
Stuck With You,Huey Lewis & The News,Chris Hayes,m,1986,,m,Stuck With You by Huey Lewis & The News,
West End Girls,Pet Shop Boys,Chris Lowe,m,1986,,m,West End Girls by Pet Shop Boys,
Living In America,James Brown,Dan Hartman,m,1986,,m,Living In America by James Brown,
"Glory Of Love (Theme From \The Karate Kid Part II\"")""",Peter Cetera,David Foster,m,1986,,m,"Glory Of Love (Theme From \The Karate Kid Part II\"")"" by Peter Cetera",
You Give Love A Bad Name,Bon Jovi,Desmond Child,m,1986,,m,You Give Love A Bad Name by Bon Jovi,
Why Can't This Be Love,Van Halen,Edward Van Halen,m,1986,,m,Why Can't This Be Love by Van Halen,
Heartbeat,Don Johnson,Eric Kaz,m,1986,,m,Heartbeat by Don Johnson,
Rock Me Amadeus,Falco,F.Bolland,m,1986,,m,Rock Me Amadeus by Falco,
Burning Heart,Survivor,F.Sullivan,m,1986,,m,Burning Heart by Survivor,
Shake You Down,Gregory Abbott,G.Abbott,m,1986,,m,Shake You Down by Gregory Abbott,
I'm Your Man,Wham!,George Michael,m,1986,,m,I'm Your Man by Wham!,
Danger Zone,Kenny Loggins,Giorgio Moroder,m,1986,,m,Danger Zone by Kenny Loggins,
"Who's Johnny (\Short Circuit\"" Theme)""",El DeBarge,I.Wolf,m,1986,,m,"Who's Johnny (\Short Circuit\"" Theme)"" by El DeBarge",
Don't Forget Me (When I'm Gone),Glass Tiger,"James \Jim/Jimmy\"" Vallance""",m,1986,,m,Don't Forget Me (When I'm Gone) by Glass Tiger,
Take Me Home Tonight,Eddie Money,James Barry,m,1986,,m,Take Me Home Tonight by Eddie Money,
I Didn't Mean To Turn You On,Robert Palmer,"James Samuel \Jimmy Jam\"" Harris III""",m,1986,,m,I Didn't Mean To Turn You On by Robert Palmer,
Burning Heart,Survivor,Jim Peterik,m,1986,,m,Burning Heart by Survivor,
Kyrie,Mr. Mister,John Lang,m,1986,,m,Kyrie by Mr. Mister,
You Give Love A Bad Name,Bon Jovi,Jon Bon Jovi,m,1986,,m,You Give Love A Bad Name by Bon Jovi,
Dancing On The Ceiling,Lionel Richie,L.Richie,m,1986,,m,Dancing On The Ceiling by Lionel Richie,
Dancing On The Ceiling,Lionel Richie,M.Frenchik,m,1986,,m,Dancing On The Ceiling by Lionel Richie,
Take Me Home Tonight,Eddie Money,M.Leeson,m,1986,,m,Take Me Home Tonight by Eddie Money,
All I Need Is A Miracle,Mike + The Mechanics,M.Rutherford,m,1986,,m,All I Need Is A Miracle by Mike + The Mechanics,
Why Can't This Be Love,Van Halen,Michael Anthony,m,1986,,m,Why Can't This Be Love by Van Halen,
What You Need,INXS,Michael Hutchence,m,1986,,m,What You Need by INXS,
Invisible Touch,Genesis,Mike Rutherford,m,1986,,m,Invisible Touch by Genesis,
Throwing It All Away,Genesis,Mike Rutherford,m,1986,,m,Throwing It All Away by Genesis,
We Don't Have To Take Our Clothes Off,Jermaine Stewart,Narada Michael Walden,m,1986,,m,We Don't Have To Take Our Clothes Off by Jermaine Stewart,
West End Girls,Pet Shop Boys,Neil Tennant,m,1986,,m,West End Girls by Pet Shop Boys,
Harlem Shuffle,The Rolling Stones,Nelson,m,1986,,m,Harlem Shuffle by The Rolling Stones,
Notorious,Duran Duran,Nick Rhodes,m,1986,,m,Notorious by Duran Duran,
If You Leave,Orchestral Manoeuvres In The Dark,O.M.D.,m,1986,,m,If You Leave by Orchestral Manoeuvres In The Dark,
"Glory Of Love (Theme From \The Karate Kid Part II\"")""",Peter Cetera,P.Cetera,m,1986,,m,"Glory Of Love (Theme From \The Karate Kid Part II\"")"" by Peter Cetera",
We Don't Have To Take Our Clothes Off,Jermaine Stewart,P.Glass,m,1986,,m,We Don't Have To Take Our Clothes Off by Jermaine Stewart,
Take Me Home Tonight,Eddie Money,P.Vale,m,1986,,m,Take Me Home Tonight by Eddie Money,
Everybody Have Fun Tonight,Wang Chung,Peter Wolf,m,1986,,m,Everybody Have Fun Tonight by Wang Chung,
"Who's Johnny (\Short Circuit\"" Theme)""",El DeBarge,Peter Wolf,m,1986,,m,"Who's Johnny (\Short Circuit\"" Theme)"" by El DeBarge",
Take Me Home Tonight,Eddie Money,Philip Spector,m,1986,,m,Take Me Home Tonight by Eddie Money,
